species_sci,wcvp_matched_name,wcvp_status,accepted_name,accepted_authors,accepted_family,accepted_genus,accepted_rank,powo_id,powo_match_type
Stellaria neglecta Weihe,Stellaria neglecta (Lej.) Weihe,Accepted,Stellaria neglecta,(Lej.) Weihe,Caryophyllaceae,Stellaria,Species,159358-1,exact_name_unique
Stellaria pallida (Dumort.) Pire,Stellaria pallida (Dumort.) Crép.,Synonym,Stellaria apetala,Ucria,Caryophyllaceae,Stellaria,Species,159051-1,exact_name_unique
Stellaria schugnanica Schischk.,Stellaria schugnanica Schischk.,Synonym,Mesostemma schugnanicum,(Schischk.) Ikonn.,Caryophyllaceae,Mesostemma,Species,155437-1,exact_full
Stellaria soongorica Roshev.,Stellaria soongorica Roshev.,Accepted,Stellaria soongorica,Roshev.,Caryophyllaceae,Stellaria,Species,159472-1,exact_full
Stellaria turkestanica Schischk.,Stellaria turkestanica Schischk.,Synonym,Schizotechium turkestanicum,"(Schischk.) Arabi, Rabeler & Zarre",Caryophyllaceae,Schizotechium,Species,77301401-1,exact_full
Stephanocaryum olgae (B. Fedtsch.) Popov,Stephanocaryum olgae (B.Fedtsch.) Popov,Synonym,Trigonotis olgae,B.Fedtsch.,Boraginaceae,Trigonotis,Species,121351-1,exact_full
Steptorhamphus crambifolius Bunge,Steptorhamphus crambifolius Bunge,Synonym,Cicerbita crambifolia,(Bunge) Beauverd,Asteraceae,Cicerbita,Species,194439-1,exact_full
Steptorhamphus crassicaulis (Trautv.) Kirp.,Steptorhamphus crassicaulis (Trautv.) Kirp.,Synonym,Cicerbita crassicaulis,(Trautv.) Beauverd,Asteraceae,Cicerbita,Species,194440-1,exact_full
Sternbergia fischeriana (Herb.) M. Roem.,Sternbergia fischeriana (Herb.) Roem.,Synonym,Sternbergia vernalis,(Mill.) Gorer & J.H.Harvey,Amaryllidaceae,Sternbergia,Species,946582-1,exact_name_unique
Sternbergia lutea (L.) Spreng.,Sternbergia lutea (L.) Ker Gawl. ex Spreng.,Accepted,Sternbergia lutea,(L.) Ker Gawl. ex Spreng.,Amaryllidaceae,Sternbergia,Species,60471738-2,exact_name_unique
Stipa aktauensis Roshev.,Stipa aktauensis Roshev.,Accepted,Stipa aktauensis,Roshev.,Poaceae,Stipa,Species,423074-1,exact_full
Stipa capillata L.,Stipa capillata L.,Accepted,Stipa capillata,L.,Poaceae,Stipa,Species,423200-1,exact_full
Stipa caucasica Schmalh.,Stipa caucasica Schmalh.,Accepted,Stipa caucasica,Schmalh.,Poaceae,Stipa,Species,423207-1,exact_full
Stipa gnezdilloi Pazij,Stipa × gnezdilloi Pazij,Accepted,Stipa × gnezdilloi,Pazij,Poaceae,Stipa,Species,423362-1,canon_exact
Stipa hohenackeriana Trin. & Rupr.,Stipa hohenackeriana Trin. & Rupr.,Accepted,Stipa hohenackeriana,Trin. & Rupr.,Poaceae,Stipa,Species,423391-1,exact_full
Stipa karataviensis Roshev.,Stipa karataviensis Roshev.,Accepted,Stipa karataviensis,Roshev.,Poaceae,Stipa,Species,423439-1,exact_full
Stipa kirghisorum P. Smirn.,Stipa kirghisorum P.A.Smirn.,Accepted,Stipa kirghisorum,P.A.Smirn.,Poaceae,Stipa,Species,423443-1,exact_name_unique
Stipa lessingiana Trin. & Rupr.,Stipa lessingiana Trin. & Rupr.,Accepted,Stipa lessingiana,Trin. & Rupr.,Poaceae,Stipa,Species,423492-1,exact_full
Stipa lingua Junge,Stipa lingua Junge,Accepted,Stipa lingua,Junge,Poaceae,Stipa,Species,423504-1,exact_full
Stipa lipskyi Roshev.,Stipa lipskyi Roshev.,Accepted,Stipa lipskyi,Roshev.,Poaceae,Stipa,Species,423505-1,exact_full
Stipa magnifica Junge,Stipa magnifica Junge,Accepted,Stipa magnifica,Junge,Poaceae,Stipa,Species,423531-1,exact_full
Stipa margelanica P. Smirn.,Stipa margelanica P.A.Smirn.,Accepted,Stipa margelanica,P.A.Smirn.,Poaceae,Stipa,Species,423534-1,exact_name_unique
Stipa orientalis Trin.,Stipa orientalis Trin.,Accepted,Stipa orientalis,Trin.,Poaceae,Stipa,Species,423597-1,exact_full
Stipa richteriana Kar. & Kir.,Stipa richteriana Kar. & Kir.,Accepted,Stipa richteriana,Kar. & Kir.,Poaceae,Stipa,Species,423707-1,exact_full
Stipa sareptana A. Beck.,Stipa sareptana A.K.Becker,Accepted,Stipa sareptana,A.K.Becker,Poaceae,Stipa,Species,423728-1,exact_name_unique
Stipa szovitsiana Trin.,Stipa szowitsiana (Trin.) Griseb.,Synonym,Stipa arabica,Trin. & Rupr.,Poaceae,Stipa,Species,423101-1,canon_exact
Stipa trichoides P. Smirn.,Stipa trichoides P.A.Smirn.,Accepted,Stipa trichoides,P.A.Smirn.,Poaceae,Stipa,Species,423832-1,exact_name_unique
Stizolophus balsamita (Lam.) Cass. ex Takht.,Stizolophus balsamita (Lam.) K.Koch,Accepted,Stizolophus balsamita,(Lam.) K.Koch,Asteraceae,Stizolophus,Species,251693-1,exact_name_unique
Streptoloma desertorum Bunge,Streptoloma desertorum Bunge,Accepted,Streptoloma desertorum,Bunge,Brassicaceae,Streptoloma,Species,290198-1,exact_full
Strigosella africana (L.) Botsch.,Strigosella africana (L.) Botsch.,Accepted,Strigosella africana,(L.) Botsch.,Brassicaceae,Strigosella,Species,290200-1,exact_full
Strigosella brevipes (Bunge) Botsch.,Strigosella brevipes (Bunge) Botsch.,Accepted,Strigosella brevipes,(Bunge) Botsch.,Brassicaceae,Strigosella,Species,290202-1,exact_full
Strigosella circinnata (Bunge) Botsch.,Strigosella circinata (Bunge) Botsch.,Accepted,Strigosella circinata,(Bunge) Botsch.,Brassicaceae,Strigosella,Species,290204-1,canon_exact
Strigosella grandiflora (Bunge) Botsch.,Strigosella grandiflora (Bunge) Botsch.,Accepted,Strigosella grandiflora,(Bunge) Botsch.,Brassicaceae,Strigosella,Species,290205-1,exact_full
Strigosella hispida (Litv.) Botsch.,Strigosella hispida (Litv.) Botsch.,Accepted,Strigosella hispida,(Litv.) Botsch.,Brassicaceae,Strigosella,Species,290206-1,exact_full
Strigosella intermedia (C.A.Mey.) Botsch.,Strigosella intermedia (C.A.Mey.) Botsch.,Accepted,Strigosella intermedia,(C.A.Mey.) Botsch.,Brassicaceae,Strigosella,Species,290208-1,exact_full
Strigosella malacotricha (Botsch. & Vved.) Botsch.,Strigosella malacotricha (Botsch. & Vved.) Botsch.,Accepted,Strigosella malacotricha,(Botsch. & Vved.) Botsch.,Brassicaceae,Strigosella,Species,290212-1,exact_full
Strigosella scorpioides (Bunge) Botsch.,Strigosella scorpioides (Bunge) Botsch.,Accepted,Strigosella scorpioides,(Bunge) Botsch.,Brassicaceae,Strigosella,Species,290214-1,exact_full
Strigosella spryginioides (Botsch. & Vved.) Botsch.,Strigosella spryginioides (Botsch. & Vved.) Botsch.,Accepted,Strigosella spryginioides,(Botsch. & Vved.) Botsch.,Brassicaceae,Strigosella,Species,290215-1,exact_full
Strigosella stenopetala (Bernh. ex Ledeb.) Botsch.,Strigosella stenopetala (Fisch. & C.A.Mey.) Botsch.,Accepted,Strigosella stenopetala,(Fisch. & C.A.Mey.) Botsch.,Brassicaceae,Strigosella,Species,290216-1,exact_name_unique
Strigosella trichocarpa (Boiss. & Buhse) Botsch.,Strigosella trichocarpa (Boiss. & Buhse) Botsch.,Accepted,Strigosella trichocarpa,(Boiss. & Buhse) Botsch.,Brassicaceae,Strigosella,Species,290221-1,exact_full
Strigosella turkestanica (Litv.) Botsch.,Strigosella turkestanica (Litv.) Botsch.,Accepted,Strigosella turkestanica,(Litv.) Botsch.,Brassicaceae,Strigosella,Species,290222-1,exact_full
Strigosella vvedenskyi Bondarenko & Botsch.,Strigosella vvedenskyi Bondarenko & Botsch.,Accepted,Strigosella vvedenskyi,Bondarenko & Botsch.,Brassicaceae,Strigosella,Species,290223-1,exact_full
Suaeda acuminata (C.A. Mey.) Moq.,Suaeda acuminata (C.A.Mey.) Moq.,Accepted,Suaeda acuminata,(C.A.Mey.) Moq.,Amaranthaceae,Suaeda,Species,167396-1,exact_full
Suaeda altissima (L.) Pall.,Suaeda altissima (L.) Pall.,Accepted,Suaeda altissima,(L.) Pall.,Amaranthaceae,Suaeda,Species,167402-1,exact_full
Suaeda arcuata Bunge,Suaeda arcuata Bunge,Accepted,Suaeda arcuata,Bunge,Amaranthaceae,Suaeda,Species,167410-1,exact_full
Suaeda crassifolia Pall.,Suaeda crassifolia Pall.,Synonym,Spirobassia hirsuta,(L.) Freitag & G.Kadereit,Amaranthaceae,Spirobassia,Species,77110313-1,name_multi_author_ok
Suaeda dendroides (C.A. Mey.) Moq.,Suaeda dendroides (C.A.Mey.) Moq.,Accepted,Suaeda dendroides,(C.A.Mey.) Moq.,Amaranthaceae,Suaeda,Species,167446-1,exact_full
Suaeda heterophylla (Kar. & Kir.) Bunge,Suaeda heterophylla (Kar. & Kir.) Bunge ex Boiss.,Accepted,Suaeda heterophylla,(Kar. & Kir.) Bunge ex Boiss.,Amaranthaceae,Suaeda,Species,167469-1,exact_name_unique
Suaeda linifolia Pall.,Suaeda linifolia Pall.,Accepted,Suaeda linifolia,Pall.,Amaranthaceae,Suaeda,Species,167492-1,exact_full
Suaeda microphylla Pall.,Suaeda microphylla Pall.,Accepted,Suaeda microphylla,Pall.,Amaranthaceae,Suaeda,Species,167506-1,exact_full
Suaeda microsperma (C.A. Mey.) Fenzl,Suaeda microsperma (C.A.Mey.) Fenzl,Accepted,Suaeda microsperma,(C.A.Mey.) Fenzl,Amaranthaceae,Suaeda,Species,167509-1,exact_full
Suaeda paradoxa (Bunge) Bunge,Suaeda paradoxa (Bunge) Bunge,Accepted,Suaeda paradoxa,(Bunge) Bunge,Amaranthaceae,Suaeda,Species,167537-1,exact_full
Suaeda physophora Pall.,Suaeda physophora Pall.,Accepted,Suaeda physophora,Pall.,Amaranthaceae,Suaeda,Species,167542-1,exact_full
Suaeda prostrata Pall.,Suaeda prostrata Pall.,Accepted,Suaeda prostrata,Pall.,Amaranthaceae,Suaeda,Species,167547-1,exact_full
Suaeda salsa (L.) Pall.,Suaeda salsa (L.) Pall.,Accepted,Suaeda salsa,(L.) Pall.,Amaranthaceae,Suaeda,Species,167562-1,exact_full
Suaeda turkestanica Litv.,Suaeda turkestanica Litv.,Accepted,Suaeda turkestanica,Litv.,Amaranthaceae,Suaeda,Species,167585-1,exact_full
Suchtelenia calycina (C.A. Mey.) A. DC.,Suchtelenia calycina (C.A.Mey.) DC.,Accepted,Suchtelenia calycina,(C.A.Mey.) DC.,Boraginaceae,Suchtelenia,Species,120728-1,exact_name_unique
Swertia gonczaroviana Pissjauk.,Swertia gonczaroviana Pissjauk.,Accepted,Swertia gonczaroviana,Pissjauk.,Gentianaceae,Swertia,Species,370914-1,exact_full
Swertia graciliflora Gontsch.,Swertia graciliflora Gontsch.,Accepted,Swertia graciliflora,Gontsch.,Gentianaceae,Swertia,Species,370916-1,exact_full
Swertia lactea Bunge,Swertia lactea Bunge,Accepted,Swertia lactea,Bunge,Gentianaceae,Swertia,Species,370956-1,exact_full
Swertia marginata Schrenk,Swertia marginata Schrenk,Accepted,Swertia marginata,Schrenk,Gentianaceae,Swertia,Species,370977-1,exact_full
Syreitschikovia spinulosa (Franch.) Pavlov,Syreitschikovia spinulosa (Franch.) Pavlov,Accepted,Syreitschikovia spinulosa,(Franch.) Pavlov,Asteraceae,Syreitschikovia,Species,252048-1,exact_full
Taeniatherum asperum (Simonk.) Nevski,Taeniatherum asperum (Simonk.) Nevski,Synonym,Taeniatherum caput-medusae,(L.) Nevski,Poaceae,Taeniatherum,Species,424080-1,exact_full
Taeniatherum crinitum (Schreb.) Nevski,Taeniatherum crinitum (Schreb.) Nevski,Synonym,Taeniatherum caput-medusae,(L.) Nevski,Poaceae,Taeniatherum,Species,424080-1,exact_full
Tamarix androssowii Litw.,Tamarix androssowii Litv.,Accepted,Tamarix androssowii,Litv.,Tamaricaceae,Tamarix,Species,828043-1,exact_name_unique
Tamarix arceuthoides Bunge,Tamarix arceuthoides Bunge,Accepted,Tamarix arceuthoides,Bunge,Tamaricaceae,Tamarix,Species,828057-1,exact_full
Tamarix bungei Boiss.,Tamarix bungei Boiss.,Synonym,Tamarix aralensis,Bunge,Tamaricaceae,Tamarix,Species,828053-1,exact_full
Tamarix elongata Ledeb.,Tamarix elongata Ledeb.,Accepted,Tamarix elongata,Ledeb.,Tamaricaceae,Tamarix,Species,828098-1,exact_full
Tamarix florida Bunge,Tamarix florida Bunge,Accepted,Tamarix florida,Bunge,Tamaricaceae,Tamarix,Species,828105-1,exact_full
Tamarix hispida Willd.,Tamarix hispida Willd.,Accepted,Tamarix hispida,Willd.,Tamaricaceae,Tamarix,Species,828127-1,exact_full
Tamarix hohenackeri Bunge,Tamarix hohenackeri Bunge,Accepted,Tamarix hohenackeri,Bunge,Tamaricaceae,Tamarix,Species,828128-1,exact_full
Tamarix laxa Willd.,Tamarix laxa Willd.,Accepted,Tamarix laxa,Willd.,Tamaricaceae,Tamarix,Species,828146-1,exact_full
Tamarix leptostachys Bunge,Tamarix leptostachya Bunge,Accepted,Tamarix leptostachya,Bunge,Tamaricaceae,Tamarix,Species,828148-1,canon_fuzzy1
Tamarix litwinowii Gorschk.,Tamarix litwinowii Gorschk.,Accepted,Tamarix litwinowii,Gorschk.,Tamaricaceae,Tamarix,Species,828153-1,exact_full
Tamarix meyeri Boiss.,Tamarix meyeri Boiss.,Accepted,Tamarix meyeri,Boiss.,Tamaricaceae,Tamarix,Species,828168-1,exact_full
Tamarix ramosissima Ledeb.,Tamarix ramosissima Ledeb.,Accepted,Tamarix ramosissima,Ledeb.,Tamaricaceae,Tamarix,Species,828206-1,exact_full
Tanacetopsis botschantzevii (Kovalevsk.) Kovalevsk.,Tanacetopsis botschantzevii (Kovalevsk.) Kovalevsk.,Accepted,Tanacetopsis botschantzevii,(Kovalevsk.) Kovalevsk.,Asteraceae,Tanacetopsis,Species,252188-1,exact_full
Tanacetopsis handeliiformis Kovalevsk.,Tanacetopsis handeliiformis Kovalevsk.,Accepted,Tanacetopsis handeliiformis,Kovalevsk.,Asteraceae,Tanacetopsis,Species,252192-1,exact_full
Tanacetopsis kamelinii Kovalevsk.,Tanacetopsis kamelinii Kovalevsk.,Accepted,Tanacetopsis kamelinii,Kovalevsk.,Asteraceae,Tanacetopsis,Species,901114-1,exact_full
Tanacetopsis karataviensis (Kovalevsk.) Kovalevsk.,Tanacetopsis karataviensis (Kovalevsk.) Kovalevsk.,Accepted,Tanacetopsis karataviensis,(Kovalevsk.) Kovalevsk.,Asteraceae,Tanacetopsis,Species,252193-1,exact_full
Tanacetopsis krascheninnikovii (Nevski) Kovalevsk.,Tanacetopsis krascheninnikovii (Nevski) Kovalevsk.,Accepted,Tanacetopsis krascheninnikovii,(Nevski) Kovalevsk.,Asteraceae,Tanacetopsis,Species,252194-1,exact_full
Tanacetopsis mucronata (Regel & Schmalh.) Kovalevsk.,Tanacetopsis mucronata (Regel & Schmalh.) Kovalevsk.,Accepted,Tanacetopsis mucronata,(Regel & Schmalh.) Kovalevsk.,Asteraceae,Tanacetopsis,Species,252195-1,exact_full
"Tanacetopsis santoana (Krasch., Popov & Vved.) Kovalevsk.","Tanacetopsis santoana (Krasch., Popov & Vved.) Kovalevsk.",Accepted,Tanacetopsis santoana,"(Krasch., Popov & Vved.) Kovalevsk.",Asteraceae,Tanacetopsis,Species,252201-1,exact_full
Tanacetopsis submarginata (Kovalevsk.) Kovalevsk.,Tanacetopsis submarginata (Kovalevsk.) Kovalevsk.,Accepted,Tanacetopsis submarginata,(Kovalevsk.) Kovalevsk.,Asteraceae,Tanacetopsis,Species,252203-1,exact_full
Tanacetopsis urgutensis (Popov ex Tzvelev) Kovalevsk.,Tanacetopsis urgutensis (Popov ex Tzvelev) Kovalevsk.,Accepted,Tanacetopsis urgutensis,(Popov ex Tzvelev) Kovalevsk.,Asteraceae,Tanacetopsis,Species,252206-1,exact_full
Tanacetum pseudoachillea C. Winkl.,Tanacetum pseudachillea C.Winkl.,Synonym,Lepidolopsis pseudoachillea,(C.Winkl.) Poljakov,Asteraceae,Lepidolopsis,Species,229716-1,canon_fuzzy1
Tanacetum santolina C. Winkl.,Tanacetum santolina C.Winkl.,Accepted,Tanacetum santolina,C.Winkl.,Asteraceae,Tanacetum,Species,252499-1,exact_full
Taraxacum bessarabicum (Hornem.) Hand.-Mazz.,Taraxacum besarabicum (Hornem.) Hand.-Mazz.,Accepted,Taraxacum besarabicum,(Hornem.) Hand.-Mazz.,Asteraceae,Taraxacum,Species,252873-1,distribution_resolved
Taraxacum bicorne Dahlst.,Taraxacum bicorne Dahlst.,Accepted,Taraxacum bicorne,Dahlst.,Asteraceae,Taraxacum,Species,252877-1,exact_full
Taraxacum brevirostre Hand.-Mazz.,Taraxacum brevirostre Hand.-Mazz.,Accepted,Taraxacum brevirostre,Hand.-Mazz.,Asteraceae,Taraxacum,Species,252930-1,exact_full
Taraxacum butkovii Kovalevsk.,Taraxacum butkovii Kovalevsk.,Synonym,Taraxacum fedtschenkoi,Hand.-Mazz.,Asteraceae,Taraxacum,Species,253332-1,exact_full
Taraxacum comitans Kovalevsk.,Taraxacum comitans Kovalevsk.,Accepted,Taraxacum comitans,Kovalevsk.,Asteraceae,Taraxacum,Species,253052-1,exact_full
Taraxacum complicatum Kovalevsk.,Taraxacum complicatum Kovalevsk.,Synonym,Taraxacum svetlanae,Czerep.,Asteraceae,Taraxacum,Species,984643-1,name_multi_author_ok
Taraxacum contristans Kovalevsk.,Taraxacum contristans Kovalevsk.,Accepted,Taraxacum contristans,Kovalevsk.,Asteraceae,Taraxacum,Species,253083-1,exact_full
Taraxacum ecornutum Kovalevsk.,Taraxacum ecornutum Kovalevsk.,Accepted,Taraxacum ecornutum,Kovalevsk.,Asteraceae,Taraxacum,Species,253254-1,exact_full
Taraxacum elongatum Kovalevsk.,Taraxacum elongatum Kovalevsk.,Accepted,Taraxacum elongatum,Kovalevsk.,Asteraceae,Taraxacum,Species,253266-1,exact_full
Taraxacum eriobasis Kovalevsk.,Taraxacum eriobasis Kovalevsk.,Accepted,Taraxacum eriobasis,Kovalevsk.,Asteraceae,Taraxacum,Species,253279-1,exact_full
Taraxacum erostre Zakirov ex Kovalevsk.,Taraxacum erostre Zakirov,Accepted,Taraxacum erostre,Zakirov,Asteraceae,Taraxacum,Species,253283-1,exact_name_unique
Taraxacum glabellum Schischk.,Taraxacum glabellum Schischk.,Accepted,Taraxacum glabellum,Schischk.,Asteraceae,Taraxacum,Species,253424-1,exact_full
Taraxacum glaucivirens Schischk.,Taraxacum glaucivirens Schischk.,Accepted,Taraxacum glaucivirens,Schischk.,Asteraceae,Taraxacum,Species,253440-1,exact_full
Taraxacum gnezdilloi Kovalevsk.,Taraxacum gnezdilloi Kovalevsk.,Accepted,Taraxacum gnezdilloi,Kovalevsk.,Asteraceae,Taraxacum,Species,253445-1,exact_full
Taraxacum goloskokovii Schischk.,Taraxacum goloskokovii Schischk.,Accepted,Taraxacum goloskokovii,Schischk.,Asteraceae,Taraxacum,Species,253446-1,exact_full
Taraxacum juzepczukii Schischk.,Taraxacum juzepczukii Schischk.,Accepted,Taraxacum juzepczukii,Schischk.,Asteraceae,Taraxacum,Species,253654-1,exact_full
Taraxacum macrochlamydeum Kovalevsk.,Taraxacum macrochlamydeum Kovalevsk.,Accepted,Taraxacum macrochlamydeum,Kovalevsk.,Asteraceae,Taraxacum,Species,77306278-1,exact_full
Taraxacum maracandicum Kovalevsk.,Taraxacum maracandicum Kovalevsk.,Accepted,Taraxacum maracandicum,Kovalevsk.,Asteraceae,Taraxacum,Species,253945-1,exact_full
Taraxacum microspermum Schischk.,Taraxacum microspermum Schischk.,Accepted,Taraxacum microspermum,Schischk.,Asteraceae,Taraxacum,Species,254009-1,exact_full
Taraxacum minutilobum Popov ex Kovalevsk.,Taraxacum minutilobum Popov ex Kovalevsk.,Accepted,Taraxacum minutilobum,Popov ex Kovalevsk.,Asteraceae,Taraxacum,Species,254017-1,exact_full
Taraxacum modestum Schischk.,Taraxacum modestum Schischk.,Accepted,Taraxacum modestum,Schischk.,Asteraceae,Taraxacum,Species,254027-1,exact_full
Taraxacum monochlamydeum Hand.-Mazz.,Taraxacum monochlamydeum Hand.-Mazz.,Accepted,Taraxacum monochlamydeum,Hand.-Mazz.,Asteraceae,Taraxacum,Species,254035-1,exact_full
Taraxacum montanum (C.A. Mey.) DC.,Taraxacum montanum DC.,Synonym,Taraxacum sonchoides,(D.Don) Sch.Bip.,Asteraceae,Taraxacum,Species,77222265-1,exact_name_unique
Taraxacum nevskii Juz.,Taraxacum nevskii Juz.,Accepted,Taraxacum nevskii,Juz.,Asteraceae,Taraxacum,Species,254101-1,exact_full
Taraxacum nuratavicum Schischk.,Taraxacum nuratavicum Schischk.,Accepted,Taraxacum nuratavicum,Schischk.,Asteraceae,Taraxacum,Species,254125-1,exact_full
Taraxacum officinale F.H. Wigg.,Taraxacum officinale F.H.Wigg.,Synonym,Taraxacum sect. Taraxacum,F.H.Wigg.,Asteraceae,Taraxacum,Species,254151-1,exact_full
Taraxacum popovii Kovalevsk. ex Vainberg,Taraxacum popovii Kovalevsk. ex Vainberg,Accepted,Taraxacum popovii,Kovalevsk. ex Vainberg,Asteraceae,Taraxacum,Species,960202-1,exact_full
Taraxacum pseudoalpinum Schischk. ex Orazova,Taraxacum pseudoalpinum Schischk.,Invalid,Taraxacum maracandicum,Kovalevsk.,Asteraceae,Taraxacum,Species,253945-1,exact_name_unique
Taraxacum pseudominutilobum Kovalevsk.,Taraxacum pseudominutilobum Kovalevsk.,Accepted,Taraxacum pseudominutilobum,Kovalevsk.,Asteraceae,Taraxacum,Species,254488-1,exact_full
Taraxacum repandum Pavlov,Taraxacum repandum Pavlov,Accepted,Taraxacum repandum,Pavlov,Asteraceae,Taraxacum,Species,77112354-1,exact_full
Taraxacum strobilocephalum Kovalevsk.,Taraxacum strobilocephalum Kovalevsk.,Accepted,Taraxacum strobilocephalum,Kovalevsk.,Asteraceae,Taraxacum,Species,254824-1,exact_full
Taraxacum tadshikorum Ovcz.,Taraxacum tadshicorum Ovcz.,Synonym,Taraxacum multiscaposum,Schischk.,Asteraceae,Taraxacum,Species,254059-1,canon_exact
Taraxacum taschkenticum Orazova,Taraxacum taschkenticum Orazova,Synonym,Taraxacum fedtschenkoi,Hand.-Mazz.,Asteraceae,Taraxacum,Species,253332-1,exact_full
Taraxacum tianschanicum Pavlov,Taraxacum tianschanicum Pavlov,Accepted,Taraxacum tianschanicum,Pavlov,Asteraceae,Taraxacum,Species,77112355-1,exact_full
Tetracme bucharica (Korsh.) O.E. Schulz,Tetracme bucharica (Korsh.) O.E.Schulz,Accepted,Tetracme bucharica,(Korsh.) O.E.Schulz,Brassicaceae,Tetracme,Species,290328-1,exact_full
Tetracme glochidiata (Botsch. & Vved.) Pachomova,Tetracme glochidiata (Botsch. & Vved.) Pachom.,Synonym,Tetracme bucharica,(Korsh.) O.E.Schulz,Brassicaceae,Tetracme,Species,290328-1,exact_name_unique
Tetracme leptopoda Pachomova,Tetracme leptopoda Pachom.,Synonym,Tetracme recurvata,Bunge,Brassicaceae,Tetracme,Species,290335-1,exact_name_unique
Tetracme quadricornis (Steph. ex Willd.) Bunge,Tetracme quadricornis (Willd.) Bunge,Accepted,Tetracme quadricornis,(Willd.) Bunge,Brassicaceae,Tetracme,Species,290334-1,exact_name_unique
Tetracme recurvata Bunge,Tetracme recurvata Bunge,Accepted,Tetracme recurvata,Bunge,Brassicaceae,Tetracme,Species,290335-1,exact_full
Tetradiclis tenella (Ehrenb.) Litv.,Tetradiclis tenella (Ehrenb.) Litv.,Accepted,Tetradiclis tenella,(Ehrenb.) Litv.,Nitrariaceae,Tetradiclis,Species,873381-1,exact_full
Tetrataenium olgae (Regel & Schmalh.) Manden.,Tetrataenium olgae (Regel & Schmalh.) Manden.,Accepted,Tetrataenium olgae,(Regel & Schmalh.) Manden.,Apiaceae,Tetrataenium,Species,849313-1,exact_full
Teucrium scordioides Schreb.,Teucrium scordioides Schreb.,Synonym,Teucrium scordium subsp. scordioides,(Schreb.) Arcang.,Lamiaceae,Teucrium,Subspecies,77189767-1,exact_full
